Community	Target(unknown)	Annotated	Functions
C16	Zm00001eb142440	Zm00001eb118870	
C16	Zm00001eb049950	Known	ligase activity.cytosol.entrainment of circadian clock.nucleus.chromatin binding.chromatin.photoreceptor activity.glucose catabolic process.response to UV-B.regulation of catalytic activity.protein homodimerization activity.small GTPase binding.signal transduction.multicellular organismal process.membrane
C16	Zm00001eb368510	Zm00001eb067210.Zm00001eb367960.Zm00001eb149650.Zm00001eb300100.Zm00001eb152670.Zm00001eb390980.Zm00001eb184310	purine ribonucleoside triphosphate binding.purine ribonucleotide binding.ribonucleotide binding.carbohydrate derivative binding.purine nucleotide binding.anion binding.pattern specification process.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding
C16	Zm00001eb406130	Known	DNA repair.DNA-templated DNA replication.proteasome core complex.regulation of metabolic process.Unknown.DNA helicase activity.regulation of cellular process.cysteine-type peptidase activity.telomere maintenance.binding
C16	Zm00001eb304280	Known	cell wall organization.extracellular region.plant-type cell wall.polygalacturonase activity.vacuole.Unknown.metabolic process.carbohydrate metabolic process.developmental process involved in reproduction.post-embryonic development.macromolecule catabolic process.response to cyclopentenone.membrane.animal organ development
C16	Zm00001eb040580	Known	cytosol.heat shock protein binding.glycosyltransferase activity.regulation of DNA-templated transcription.nucleus.response to heat.response to high light intensity.metabolic process.metal ion binding.unfolded protein binding.protein folding.response to hydrogen peroxide.protein metabolic process
C16	Zm00001eb365040	Known	primary metabolic process.regulation of biological process.cellular component organization.binding.system development
C16	Zm00001eb353070	Known	abscisic acid-activated signaling pathway.seed dormancy process.phragmoplast.anatomical structure formation involved in morphogenesis.GTP metabolic process.GTPase activity.regulation of exocytosis.regulation of cellular localization.auxin-activated signaling pathway.small GTPase-mediated signal transduction.apical part of cell.regulation of stomatal movement.GTP binding.GTPase activating protein binding.spindle.plasma membrane.regulation of actin filament polymerization.pollen tube growth.actin filament organization.gibberellic acid mediated signaling pathway.protein phosphatase binding.site of polarized growth.nucleolus.establishment of vesicle localization.negative regulation of abscisic acid-activated signaling pathway.regulation of actin filament depolymerization.guanosine-containing compound catabolic process.extracellular region.microtubule cytoskeleton organization.response to light stimulus.tube development
C16	Zm00001eb186170	Known	nucleotide binding.multicellular organism development.plasma membrane.phosphorylation.signal transduction.kinase activity.membrane
C16	Zm00001eb081460	Zm00001eb072910.Zm00001eb274190.Zm00001eb191420.Zm00001eb423570.Zm00001eb272100.Zm00001eb360100	primary metabolic process.metabolic process.biosynthetic process.cellular process.photosynthetic membrane.chloroplast thylakoid membrane.thylakoid membrane.plastid thylakoid membrane.cellular anatomical structure.cellular_component
C16	Zm00001eb053500	Known	pectin biosynthetic process.Golgi membrane.Unknown.cell wall organization.polygalacturonate 4-alpha-galacturonosyltransferase activity.membrane
C16	Zm00001eb073500	Known	cell-cell signaling.extracellular region.choline dehydrogenase activity.flavin adenine dinucleotide binding.fatty acid omega-oxidation.embryo sac development.alcohol metabolic process.mandelonitrile lyase activity.membrane
C16	Zm00001eb159150	Known	aspartate family amino acid biosynthetic process.methylation.L-threonine catabolic process.siroheme biosynthetic process.amine biosynthetic process.sulfur amino acid biosynthetic process.amine metabolic process.Unknown.sirohydrochlorin ferrochelatase activity.chloroplast.binding.uroporphyrin-III C-methyltransferase activity.precorrin-2 dehydrogenase activity.ketone metabolic process.cobalamin biosynthetic process
C16	Zm00001eb132640	Known	acetyl-CoA metabolic process.alcohol biosynthetic process.sterol biosynthetic process.Golgi organization.brassinosteroid biosynthetic process.amine biosynthetic process.chromosome organization.calcium ion transport.methionine biosynthetic process.sphingoid biosynthetic process.response to salt stress.4,4-dimethyl-9beta,19-cyclopropylsterol oxidation.4-alpha-methyl-delta7-sterol oxidation.short-chain fatty acid biosynthetic process.organelle membrane.RNA splicing, via endonucleolytic cleavage and ligation.chromatin organization.chloroplast envelope.C-4 methylsterol oxidase activity.cysteine biosynthetic process.iron ion binding.endoplasmic reticulum membrane.membrane
C16	Zm00001eb072700	Known	ligase activity.kinase activity.anatomical structure development.regulation of biological process.zinc ion binding.cellular component organization.proteolysis.protein phosphorylation.multicellular organismal process.membrane
C16	Zm00001eb357270	Zm00001eb051360.Zm00001eb235420.Zm00001eb107670.Zm00001eb202220.Zm00001eb126080	regulation of cellular process.macromolecule metabolic process.regulation of biological process.biological regulation.nucleic acid metabolic process.binding
C16	Zm00001eb435470		
C16	Zm00001eb123040	Known	alliin lyase activity.L-tyrosine-2-oxoglutarate transaminase activity.L-alanine:2-oxoglutarate aminotransferase activity.amino acid biosynthetic process.positive gravitropism.sterol biosynthetic process.alcohol biosynthetic process.gynoecium development.L-phenylalanine-pyruvate transaminase activity.amine biosynthetic process.response to ethylene.cotyledon vascular tissue pattern formation.phloem or xylem histogenesis.negative regulation of cell differentiation.primary root development.animal organ development.L-phenylalanine-2-oxoglutarate transaminase activity.Unknown.cytoplasm.pyridoxal phosphate binding.L-tryptophan:pyruvate aminotransferase activity.L-tyrosine-pyruvate transaminase activity.indoleacetic acid biosynthetic process.L-tryptophan:2-oxoglutarate aminotransferase activity.shade avoidance.ketone metabolic process.anatomical structure formation involved in morphogenesis.defense response to bacterium.maintenance of root meristem identity.amine metabolic process.L-methionine:2-oxoglutarate aminotransferase activity.Unknown.stem cell development.membrane
C16	Zm00001eb055300	Zm00001eb015070.Zm00001eb219680.Zm00001eb191420.Zm00001eb280080.Zm00001eb227000	
C16	Zm00001eb260920	Known	protein glycosylation.carbohydrate metabolic process.translation.Golgi membrane.galactosylxylosylprotein 3-beta-galactosyltransferase activity.multicellular organismal process.membrane
C16	Zm00001eb016880	Known	Unknown.Unknown.carbohydrate catabolic process.cytoplasm.beta-amylase activity
C16	Zm00001eb066830	Known	endoplasmic reticulum.response to cadmium ion.Golgi organization.chloroplast.extracellular space.response to temperature stimulus.chlorophyll catabolic process.binding.lysosome.plant-type cell wall cellulose metabolic process.cell wall pectin metabolic process.response to salt stress.biological regulation.cysteine-type endopeptidase activity.hyperosmotic response.proteolysis involved in protein catabolic process.flower development.cellular response to hydrogen peroxide.defense response to fungus.hydrogen peroxide catabolic process.plasmodesma.cytosol.water transport.apoplast.membrane
C16	Zm00001eb367320	Known	Unknown.starch biosynthetic process.chloroplast thylakoid membrane.maltose metabolic process.transport.mRNA modification.membrane.thylakoid membrane organization
C16	Zm00001eb420310	Zm00001eb420300.Zm00001eb203920.Zm00001eb177190.Zm00001eb152670.Zm00001eb289390.Zm00001eb073120	
C16	Zm00001eb295640	Known	anatomical structure formation involved in morphogenesis.vernalization response.animal organ development.plasma membrane.cytoplasm.pollen tube.pollen tube growth.guanyl-nucleotide exchange factor activity.root hair cell development.nucleus.embryo development ending in seed dormancy.phosphorylation.membrane fusion.epidermal cell differentiation.regulation of metabolic process.tube development.positive regulation of GTPase activity.plant-type cell wall modification.dynein complex.GTPase regulator activity
C16	Zm00001eb354090	Known	primary metabolic process.membrane.protein xylosyltransferase activity.multicellular organism development.acetylglucosaminyltransferase activity.macromolecule biosynthetic process.regulation of cellular process.Unknown.regulation of multicellular organismal process
C16	Zm00001eb162530	Known	post-translational protein modification.protein dephosphorylation.photosystem stoichiometry adjustment.cation binding.protein serine/threonine phosphatase activity.chloroplast stroma.nucleolus.thylakoid.negative regulation of protein kinase activity.response to stress.photosynthetic electron transport chain.signal transduction.membrane.protein serine/threonine phosphatase complex
C16	Zm00001eb024550	Known	Unknown.plastid transcription.small molecule biosynthetic process.mitochondrion.D-ribose metabolic process.chloroplast relocation.nucleobase-containing small molecule metabolic process.chloroplast.ribokinase activity.photosynthesis.carbohydrate phosphorylation.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway.thylakoid membrane organization
C16	Zm00001eb270460	Zm00001eb025990.Zm00001eb282250.Zm00001eb117640.Zm00001eb420160	
C16	Zm00001eb359580	Known	immune response.cytosol.cobalamin biosynthetic process.alpha-ribazole phosphatase activity.Unknown.anatomical structure formation involved in morphogenesis.animal organ morphogenesis.response to other organism.leaf morphogenesis.chloroplast.cell differentiation.dephosphorylation.mRNA modification.Unknown.defense response.binding.membrane
C16	Zm00001eb410440	Zm00001eb390970.Zm00001eb324480.Zm00001eb021530.Zm00001eb111560.Zm00001eb293320.Zm00001eb065750.Zm00001eb396460.Zm00001eb238020	regulation of cellular process.macromolecule metabolic process.cellular process.biological_process.regulation of biological process.cellular anatomical structure.cellular_component.membrane.biological regulation.binding
C16	Zm00001eb179340	Zm00001eb039610.Zm00001eb194220.Zm00001eb228290.Zm00001eb313760.Zm00001eb002490	
C16	Zm00001eb158070	Known	response to cadmium ion.peroxisome.NAD binding.response to salt stress.plasma membrane.chloroplast thylakoid.isocitrate dehydrogenase (NADP+) activity.isocitrate metabolic process.response to zinc ion.mitochondrion.chloroplast stroma.acetyl-CoA catabolic process.plasmodesma.ketone metabolic process.NADP+ metabolic process.cytosol.magnesium ion binding.tricarboxylic acid cycle.defense response to bacterium.apoplast
C16	Zm00001eb289770	Known	RNA metabolic process.fatty acid beta-oxidation.Unknown.protein modification by small protein conjugation or removal.developmental process.transferase activity.lyase activity.binding.membrane
C16	Zm00001eb344000	Known	protein metabolic process.regulation of macromolecule biosynthetic process.nucleus.chromatin binding.regulation of primary metabolic process.regulation of cellular process.Unknown.developmental process.nucleic acid metabolic process.multicellular organismal process.gene expression.DNA binding
C16	Zm00001eb205720	Zm00001eb089910.Zm00001eb066910.Zm00001eb334310	response to auxin.regulation of DNA-templated transcription.regulation of RNA biosynthetic process.regulation of RNA metabolic process.regulation of nucleobase-containing compound metabolic process.regulation of gene expression.regulation of macromolecule biosynthetic process.regulation of biosynthetic process.regulation of macromolecule metabolic process.regulation of primary metabolic process
C16	Zm00001eb128860	Zm00001eb203920.Zm00001eb251700.Zm00001eb270090.Zm00001eb364640.Zm00001eb085820.Zm00001eb304130.Zm00001eb305670	metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component
C16	Zm00001eb381590	Zm00001eb054390.Zm00001eb064340	
C16	Zm00001eb099790	Zm00001eb220590.Zm00001eb000620	
C16	Zm00001eb009060	Known	heat shock protein binding.DNA replication.protein metabolic process.regulation of biological process.chloroplast envelope.response to heat.chloroplast thylakoid membrane.carotenoid biosynthetic process.unfolded protein binding.ATP binding.protein folding.multicellular organismal process.membrane.thylakoid membrane organization
C16	Zm00001eb049800	Known	RNA splicing.RNA catabolic process.Unknown.negative regulation of catalytic activity.regulation of DNA-templated transcription.multicellular organism development.cytoplasm.nuclear speck.mRNA binding.mRNA processing.protein serine/threonine phosphatase inhibitor activity.cell population proliferation.spliceosomal complex.ribonuclease E activity.DNA-templated transcription
C16	Zm00001eb071430	Known	rRNA processing.methylation.cell morphogenesis.chloroplast envelope.glucosinolate biosynthetic process.metal ion transport.signaling.response to stimulus.acetylglucosaminyltransferase activity.chloroplast thylakoid.cysteine biosynthetic process.structural molecule activity.methyltransferase activity.binding.photosynthesis, light reaction.generation of neurons.Unknown.intracellular monoatomic cation homeostasis
C16	Zm00001eb271310	Known	polysaccharide binding.multicellular organism development.metabolic process.protein serine/threonine kinase activity.ATP binding.signal transduction.protein phosphorylation.calcium ion binding.membrane
C16	Zm00001eb328710	Known	stomatal movement.response to abscisic acid.response to cytokinin.protein phosphorylation.response to salt stress.plasma membrane.response to nutrient.regulation of potassium ion transport.metabolic process.response to water deprivation.cellular response to potassium ion starvation.response to cold.potassium ion import across plasma membrane.response to mannitol.nucleus.protein serine/threonine kinase activity.intracellular signal transduction.post-translational protein modification.cytosol.ATP binding.response to wounding
C16	Zm00001eb081530	Zm00001eb098230.Zm00001eb074570.Zm00001eb420640.Zm00001eb041710.Zm00001eb206300.Zm00001eb332130	biological regulation.ion binding.cellular process.biological_process.cellular anatomical structure.cellular_component.small molecule binding.metal ion binding.cation binding.molecular_function
C16	Zm00001eb294550	Known	Set1C/COMPASS complex.PTW/PP1 phosphatase complex.regulation of biological process.chromatin binding.protein-containing complex.cytoplasm.chromatin.Unknown.chromosome organization.nucleic acid metabolic process.histone H3K4 methyltransferase activity.chromosome, telomeric region.plant-type cell wall modification
C16	Zm00001eb360110	Known	regulation of biological process.proteasome-mediated ubiquitin-dependent protein catabolic process.zinc ion binding.protein ubiquitination.membrane
C16	Zm00001eb179510	Known	ligase activity.cytosol.entrainment of circadian clock.nucleus.chromatin binding.chromatin.photoreceptor activity.regulation of catalytic activity.response to UV-B.protein homodimerization activity.signal transduction.multicellular organismal process.glucose catabolic process
C16	Zm00001eb351060	Zm00001eb422640.Zm00001eb019220.Zm00001eb287070.Zm00001eb039840.Zm00001eb055560.Zm00001eb185070	metabolic process.cellular process.biological_process.transport.cellular anatomical structure.cellular_component.intracellular membrane-bounded organelle.membrane-bounded organelle.catalytic activity, acting on a protein.molecular_function
C16	Zm00001eb163720	Known	rRNA processing.starch biosynthetic process.oxidoreductase activity.nucleus.stomatal complex morphogenesis.regulation of metabolic process.positive regulation of catalytic activity.mRNA binding.chloroplast thylakoid membrane.regulation of cellular process.maltose metabolic process.plastid organization.photosystem II assembly.Unknown.chloroplast stroma.pentose-phosphate shunt.abscisic acid biosynthetic process
C16	Zm00001eb299650	Known	regulation of biological process.phosphatidylinositol-3-phosphate biosynthetic process.vacuole organization.multicellular organismal process.phosphatase activity
C16	Zm00001eb003650	Zm00001eb427640.Zm00001eb076120.Zm00001eb128620.Zm00001eb410220.Zm00001eb013520.Zm00001eb099530.Zm00001eb125880	catalytic activity.cellular process.biological_process.cellular component organization or biogenesis.cellular anatomical structure.cellular_component.molecular_function.carbohydrate biosynthetic process.gluconeogenesis.hexose biosynthetic process
C16	Zm00001eb174560	Zm00001eb381550.Zm00001eb383680.Zm00001eb274380.Zm00001eb416770.Zm00001eb023350.Zm00001eb010770	nucleobase-containing compound metabolic process.primary metabolic process.metabolic process.cellular process.biological_process.RNA metabolic process.molecular_function.macromolecule biosynthetic process.regulation of biological process.nucleic acid metabolic process
C16	Zm00001eb108920	Known	4-alpha-hydroxytetrahydrobiopterin dehydratase activity.chloroplast envelope.Unknown.macromolecule modification.regulation of DNA-templated transcription.transcription by RNA polymerase II.tetrahydrobiopterin biosynthetic process.cellular component organization.signaling receptor activity
C16	Zm00001eb004330	Zm00001eb004320.Zm00001eb077770.Zm00001eb177190.Zm00001eb390970.Zm00001eb356480	purine ribonucleoside triphosphate binding.purine ribonucleotide binding.ribonucleotide binding.carbohydrate derivative binding.purine nucleotide binding.plasma membrane.anion binding.nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding
C16	Zm00001eb309450	Zm00001eb075370.Zm00001eb273230.Zm00001eb054390	
C16	Zm00001eb082830	Zm00001eb427910.Zm00001eb299510.Zm00001eb065890.Zm00001eb314050.Zm00001eb289390.Zm00001eb348810.Zm00001eb177190.Zm00001eb396460.Zm00001eb293320	regulation of biological process.membrane.biological regulation.regulation of cellular process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.binding
C16	Zm00001eb077980	Known	post-embryonic animal morphogenesis.embryo development.anatomical structure formation involved in morphogenesis.MAP kinase kinase kinase activity.stamen development.plasma membrane.cell surface receptor protein tyrosine kinase signaling pathway.Unknown.epidermis development.stomatal complex morphogenesis.Unknown.embryo sac development.MAPK cascade.protein glycosylation.Unknown.response to molecule of bacterial origin.transmembrane receptor protein tyrosine kinase activity.Unknown.ATP binding.2-alkenal reductase [NAD(P)H] activity.membrane
C16	Zm00001eb332130	Known	abscisic acid-activated signaling pathway.ferredoxin-NADP+ reductase activity.nuclear transport.anatomical structure formation involved in morphogenesis.response to ethylene.metabolic process.actin cytoskeleton organization.ER-nucleus signaling pathway.plasma membrane.cytoplasm.response to carbohydrate.defense response by callose deposition.pollen tube growth.response to chitin.nucleus.regulation of plant-type hypersensitive response.protein targeting to membrane.cell pole.actin filament-based movement.pollen tube tip.jasmonic acid mediated signaling pathway.plasmodesma.intracellular signal transduction.salicylic acid mediated signaling pathway.tube development.endoplasmic reticulum unfolded protein response.plant-type cell wall modification
C16	Zm00001eb409580	Known	protein metabolic process.heat shock protein binding.regulation of biological process.chloroplast thylakoid membrane.NAD(P)H dehydrogenase complex (plastoquinone).cellular component organization.Unknown.response to stress.protein folding.multicellular organismal process.membrane
C16	Zm00001eb004320	Known	response to chemical.post-embryonic root development.calcium channel activity.carbohydrate homeostasis.osmosensory signaling pathway.calcium ion transmembrane transport.calcium ion import.ATP binding.phosphatidylglycerol biosynthetic process.mechanosensory behavior.microtubule nucleation.cysteine biosynthetic process.plasma membrane.Unknown.protein phosphorylation.protein kinase activity
C16	Zm00001eb302310	Known	regulation of biological process.nucleus.chloroplast thylakoid membrane.chloroplast thylakoid lumen.metabolic process.peptidyl-prolyl cis-trans isomerase activity.protein peptidyl-prolyl isomerization.protein folding.endoplasmic reticulum membrane.cellular response to water deprivation.FK506 binding
C16	Zm00001eb283460	Known	acid phosphatase activity.response to endogenous stimulus.response to other organism.dephosphorylation.response to abiotic stimulus.defense response.binding.Unknown
C16	Zm00001eb359470	Known	sequence-specific DNA binding.chloroplast.DNA-binding transcription factor activity.positive regulation of DNA-templated transcription.response to chitin.Unknown.response to ozone.regulation of hydrogen peroxide metabolic process.regulation of plant-type hypersensitive response.nucleus.protein targeting to membrane.defense response to fungus.negative regulation of defense response.jasmonic acid mediated signaling pathway.MAPK cascade.leaf senescence.detection of biotic stimulus.Unknown.salicylic acid biosynthetic process.response to hydrogen peroxide.defense response to bacterium.systemic acquired resistance, salicylic acid mediated signaling pathway
C16	Zm00001eb316220	Known	primary metabolic process.biological regulation.Unknown.response to stimulus.catalytic activity.calcium ion binding.membrane
C16	Zm00001eb127160	Zm00001eb191420.Zm00001eb219680.Zm00001eb320130.Zm00001eb420160.Zm00001eb070970	nucleotide binding.nucleoside phosphate binding.heterocyclic compound binding.membrane
C16	Zm00001eb362800	Known	Unknown.protein dimerization activity.cellular response to iron ion starvation.regulation of transcription by RNA polymerase II.RNA polymerase II transcription regulator complex.multicellular organism development.response to water deprivation.DNA-binding transcription factor activity.DNA-templated transcription.RNA polymerase II transcription regulatory region sequence-specific DNA binding
C16	Zm00001eb393810	Known	post-translational protein modification.protein dephosphorylation.regulation of defense response to virus.nucleus.protein serine/threonine phosphatase activity.cytoplasm.response to carbohydrate.metabolic process.metal ion binding.response to water deprivation.response to abscisic acid.response to chitin.signal transduction.Unknown.response to cold.Unknown
C16	Zm00001eb272170	Zm00001eb344390.Zm00001eb369930.Zm00001eb201410	
C16	Zm00001eb124430	Known	gene silencing by siRNA-directed DNA methylation.RNAi-mediated antiviral immune response.heterochromatin formation.response to cadmium ion.amine biosynthetic process.gravitropism.methionine biosynthetic process.short-chain fatty acid biosynthetic process.plasmodesma.Unknown.vegetative phase change.RNA splicing, via endonucleolytic cleavage and ligation.nucleolar ribonuclease P complex.ribonuclease P activity
C16	Zm00001eb031070	Zm00001eb343620.Zm00001eb087570.Zm00001eb180080.Zm00001eb214780.Zm00001eb116580.Zm00001eb385020	lipid biosynthetic process.response to insect.lipid metabolic process.primary metabolic process.metabolic process.biosynthetic process.cellular process.biological_process.cellular anatomical structure.cellular_component
C16	Zm00001eb351080	Zm00001eb083880.Zm00001eb238020.Zm00001eb403300.Zm00001eb403310.Zm00001eb392660	P-body.cytoplasmic ribonucleoprotein granule.macromolecule metabolic process.ribonucleoprotein granule.membrane
C16	Zm00001eb048320	Zm00001eb334310.Zm00001eb351400	
C16	Zm00001eb019550	Zm00001eb074570.Zm00001eb020510.Zm00001eb408690	
C16	Zm00001eb208710	Zm00001eb170970	
C16	Zm00001eb244110	Known	ferrochelatase activity.starch biosynthetic process.glucosinolate metabolic process.mitochondrion.membrane.chloroplast membrane.positive regulation of catalytic activity.chloroplast thylakoid membrane.methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione.carotenoid biosynthetic process.maltose metabolic process.pentose-phosphate shunt.heme biosynthetic process.isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway
C16	Zm00001eb222940	Known	formate dehydrogenase (NAD+) activity.mitochondrion.NAD binding.response to cadmium ion.formate catabolic process.biological regulation.chloroplast.Unknown.thylakoid.nucleobase-containing compound metabolic process.oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor.response to wounding
C16	Zm00001eb275060	Zm00001eb078490.Zm00001eb386320.Zm00001eb319770.Zm00001eb424460.Zm00001eb405010.Zm00001eb356110	nucleobase-containing compound metabolic process.primary metabolic process.metabolic process.regulation of protein localization.regulation of cellular localization.cellular process.biological_process.cellular anatomical structure.cellular_component.regulation of cellular process
C16	Zm00001eb250790	Known	chloroplast envelope.chloroplast organization.ATP binding.protein phosphorylation.multicellular organismal process.membrane.protein kinase activity
C16	Zm00001eb295440	Known	aspartic-type endopeptidase activity.chloroplast-nucleus signaling pathway.catabolic process.Unknown.metabolic process.chloroplast.response to stress.proteolysis
C16	Zm00001eb251280	Known	heat shock protein binding.DNA replication.protein metabolic process.zinc ion binding.biological regulation.cytoplasm.response to heat.metabolic process.unfolded protein binding.ATP binding.membrane.protein folding.multicellular organismal process
C16	Zm00001eb416790	Known	Unknown.multicellular organism development.cold acclimation.plasma membrane.calmodulin binding.metabolic process.protein autophosphorylation.protein serine/threonine kinase activity.ATP binding.signal transduction.endosome membrane.defense response to bacterium.membrane
C16	Zm00001eb401200	Zm00001eb149650.Zm00001eb348810.Zm00001eb054960.Zm00001eb368340.Zm00001eb305680	tau-protein kinase activity.catalytic activity, acting on a protein.regulation of cellular process.protein serine/threonine kinase activity.regulation of biological process.brassinosteroid biosynthetic process.phytosteroid biosynthetic process.biological regulation.protein metabolic process.protein phosphorylation
C16	Zm00001eb344050	Zm00001eb187680.Zm00001eb132640.Zm00001eb306700.Zm00001eb344040.Zm00001eb385020	small molecule metabolic process.fatty acid metabolic process
C16	Zm00001eb272980	Known	intracellular transport.RNA-directed DNA polymerase activity.Unknown.nucleus.RNA-templated DNA biosynthetic process.protein localization.metal ion binding.response to stress.nucleic acid binding.multicellular organismal process.membrane
C16	Zm00001eb303700	Known	starch biosynthetic process.regulation of biological process.positive regulation of catalytic activity.plasma membrane.maltose metabolic process.ATP binding.small molecule metabolic process.chlorophyll catabolic process.protein phosphorylation.plastoglobule.protein kinase activity
C16	Zm00001eb193660	Known	primary metabolic process.mitochondrion.ferredoxin-nitrite reductase activity.4 iron, 4 sulfur cluster binding.Unknown.chloroplast stroma.membrane.Unknown.heme binding.response to nitrate.apoplast
C16	Zm00001eb041630	Zm00001eb219680.Zm00001eb162530.Zm00001eb094160.Zm00001eb320130.Zm00001eb296680.Zm00001eb115000	membrane.biological_process.cellular anatomical structure.cellular_component
C16	Zm00001eb303530	Zm00001eb360110.Zm00001eb095770.Zm00001eb353440	
C16	Zm00001eb142170	Zm00001eb188310.Zm00001eb023810.Zm00001eb013340.Zm00001eb071080.Zm00001eb392420.Zm00001eb319770.Zm00001eb250670.Zm00001eb127870.Zm00001eb229250	biological_process.molecular_function.catalytic activity.lipid biosynthetic process.primary metabolic process.lipid metabolic process.carboxylic acid metabolic process.metabolic process.oxoacid metabolic process.organic acid metabolic process
C16	Zm00001eb405860	Known	Unknown.plasma membrane.response to biotic stimulus.signal transduction.defense response.metabolic process.ADP binding
C16	Zm00001eb121470	Known	oxidoreductase activity, acting on NAD(P)H as acceptor.response to cadmium ion.pyruvate metabolic process.malate metabolic process.chloroplast.protein homodimerization activity.malate dehydrogenase (decarboxylating) (NADP+) activity.cobalt ion binding.NAD binding.protein homotetramerization.plasma membrane.cytoskeleton organization.seed germination.malate dehydrogenase (decarboxylating) (NAD+) activity.Unknown.embryo development ending in seed dormancy.ketone metabolic process.cytosol.cell wall.zinc ion binding.Unknown.gluconeogenesis.apoplast.fatty acid biosynthetic process.proteasomal protein catabolic process
C16	Zm00001eb054960	Known	membrane.acetyl-CoA metabolic process.alcohol biosynthetic process.sterol biosynthetic process.anatomical structure formation involved in morphogenesis.brassinosteroid biosynthetic process.response to abscisic acid.regulation of multicellular organismal development.protein phosphorylation.amino acid import.animal organ development.carbohydrate metabolic process.plant-type cell wall cellulose metabolic process.cell wall pectin metabolic process.cell wall modification.response to carbohydrate.response to chitin.tau-protein kinase activity.respiratory burst involved in defense response.endoplasmic reticulum to Golgi vesicle-mediated transport.regulation of meristem growth.signaling.response to symbiotic fungus.plasmodesma.root hair elongation.Unknown.plant-type cell wall.epidermal cell differentiation.Unknown.regulation of cellular process.ATP binding.vacuolar membrane
C16	Zm00001eb114620	Zm00001eb364230.Zm00001eb247020	
C16	Zm00001eb227000	Known	sodium ion transmembrane transport.response to salt stress.plasma membrane.potassium ion transmembrane transport.sodium ion transmembrane transporter activity.membrane.intracellular monoatomic cation homeostasis
C16	Zm00001eb053460	Known	cytosol.cellular developmental process.3'-UTR-mediated mRNA destabilization.RNA metabolic process.regulation of DNA-templated transcription.localization.nucleus.response to stimulus.metal ion binding.membrane.small molecule catabolic process.protein phosphorylation.mRNA 3'-UTR binding.Unknown.animal organ development
C16	Zm00001eb164890	Zm00001eb164880	
C16	Zm00001eb087700	Zm00001eb087690.Zm00001eb219680.Zm00001eb296680.Zm00001eb371820.Zm00001eb320130	
C16	Zm00001eb152520	Zm00001eb177300.Zm00001eb110450.Zm00001eb092040.Zm00001eb192560.Zm00001eb327620.Zm00001eb154530	multicellular organismal process.binding.primary metabolic process.metabolic process.cellular process.biological_process.cellular anatomical structure.cellular_component.molecular_function.macromolecule metabolic process
C16	Zm00001eb192560	Known	microtubule binding.DNA-templated DNA replication.multicellular organism development.biological regulation.spindle microtubule.cellular component organization.cell division.chromosome segregation.outer kinetochore
C16	Zm00001eb208400	Known	chloroplast.terpene synthase activity.magnesium ion binding.isoprenoid biosynthetic process
C16	Zm00001eb279960	Zm00001eb360100.Zm00001eb272100	
C16	Zm00001eb264380	Known	abscisic acid-activated signaling pathway.hyperosmotic salinity response.response to auxin.regulation of DNA-templated transcription.leaf morphogenesis.primary shoot apical meristem specification.ethylene-activated signaling pathway.DNA-templated transcription.formation of animal organ boundary.response to carbohydrate.response to water deprivation.Unknown.response to jasmonic acid.DNA binding.nucleus.secondary shoot formation.leaf senescence.regulation of timing of animal organ formation.response to superoxide
C16	Zm00001eb364640	Known	systemic acquired resistance.trichome morphogenesis.photoperiodism, flowering.metabolic process.leaf senescence.membrane
C16	Zm00001eb165870	Known	chloroplast.plant-type vacuole.leaf development.animal organ development.sodium:proton antiporter activity.response to salt stress.plasma membrane.proton transmembrane transport.intra-Golgi vesicle-mediated transport.Golgi membrane.vacuolar membrane.potassium ion import across plasma membrane.potassium ion homeostasis.lipid transport.sodium ion transmembrane transport.potassium:proton antiporter activity.regulation of stomatal closure.protein import into peroxisome matrix.endoplasmic reticulum membrane.regulation of pH.lithium ion transport.membrane
C16	Zm00001eb374760	Known	regulation of DNA-templated transcription.regulation of root meristem growth.regulation of chlorophyll biosynthetic process.DNA-binding transcription factor activity.phosphorelay signal transduction system.DNA-templated transcription.primary root development.regulation of seed growth.cytokinin-activated signaling pathway.response to water deprivation.regulation of anthocyanin metabolic process.DNA binding.regulation of cytokinin-activated signaling pathway.chromatin binding.nucleus.phosphorelay response regulator activity.phosphorylation.shoot system development.molecular transducer activity
C16	Zm00001eb227800	Known	pattern specification process.post-embryonic animal morphogenesis.gibberellic acid mediated signaling pathway.nucleus.gynoecium development.metal ion binding.cellular component organization.flower morphogenesis.protein heterodimerization activity.negative regulation of gibberellic acid mediated signaling pathway.auxin-activated signaling pathway.auxin biosynthetic process.DNA-binding transcription factor activity.DNA-templated transcription.DNA binding
C16	Zm00001eb130400	Zm00001eb219680.Zm00001eb227610.Zm00001eb087690	
