name	full_name	type	species	synonyms
stsl11	strictosidine synthase-like11	Gene	Zea mays ssp. mays	{"ZmSSL11"}
stsl12	strictosidine synthase-like12	Gene	Zea mays ssp. mays	{"ZmSSL12"}
stsl13	strictosidine synthase-like13	Gene	Zea mays ssp. mays	{"ZmSSL13"}
stsl14	strictosidine synthase-like14	Gene	Zea mays ssp. mays	{"ZmSSL14"}
stsl15	strictosidine synthase-like15	Gene	Zea mays ssp. mays	{"ZmSSL15"}
stsl16	strictosidine synthase-like16	Gene	Zea mays ssp. mays	{"ZmSSL16"}
stsl17	strictosidine synthase-like17	Gene	Zea mays ssp. mays	{"ZmSSL17"}
stsl18	strictosidine synthase-like18	Gene	Zea mays ssp. mays	{"ZmSSL18"}
stsl19	strictosidine synthase-like19	Gene	Zea mays ssp. mays	{"ZmSSL19"}
stsl2	strictosidine synthase-like2	Gene	Zea mays ssp. mays	{"ZmSSL2"}
stsl3	strictosidine synthase-like3	Gene	Zea mays ssp. mays	{"ZmSSL3"}
stsl4	strictosidine synthase-like4	Gene	Zea mays ssp. mays	{"ZmSSL4"}
stsl5	strictosidine synthase-like5	Gene	Zea mays ssp. mays	{"ZmSSL5"}
stsl6	strictosidine synthase-like6	Gene	Zea mays ssp. mays	{"ZmSSL6"}
stsl7	strictosidine synthase-like7	Gene	Zea mays ssp. mays	{"ZmSSL7"}
stsl8	strictosidine synthase-like8	Gene	Zea mays ssp. mays	{"ZmSSL8"}
stsl9	strictosidine synthase-like9	Gene	Zea mays ssp. mays	{"ZmSSL9"}
su2	sugary2	Gene	Zea mays ssp. mays	{"ZmSSIIa"}
su4	sugary4	Gene	Zea mays ssp. mays	{"ZmISA2"}
sum1	siroheme uroporphyrinogen methyltransferase1	Gene	Zea mays ssp. mays	{"ZmSUMT1"}
sut1	sucrose transporter1	Gene	Zea mays ssp. mays	{"Zmsut1","ZmSUT1"}
sut2	sucrose transporter2	Gene	Zea mays ssp. mays	{"ZmMFS_1-48","ZmSut2","ZmSUT4"}
sut3	sucrose transporter3	Gene	Zea mays ssp. mays	{"ZmSUT3"}
sut4	sucrose transporter4	Gene	Zea mays ssp. mays	{"ZmSUT2","ZmSUT4"}
sut5	sucrose transporter5	Gene	Zea mays ssp. mays	{"ZmSUT5"}
sut6	sucrose transporter6	Gene	Zea mays ssp. mays	{"ZmMFS_1-60","ZmSUT6"}
sut7	sucrose transporter7	Gene	Zea mays ssp. mays	{"ZmSUT1","ZmSUT2","ZmSUT7"}
sweet11a	sugars will eventually be exported transporter11	Gene	Zea mays ssp. mays	{"ZmSWEET11"}
sweet12a	sugars will eventually be exported transporter12a	Gene	Zea mays ssp. mays	{"ZmSWEET2"}
sweet12b	sugars will eventually be exported transporter12b	Gene	Zea mays ssp. mays	{"ZmSWEET17","ZmSWEET18"}
sweet13a	sugars will eventually be exported transporter13a	Gene	Zea mays ssp. mays	{"ZmSWEET19","ZmSWEET20"}
sweet13b	sugars will eventually be exported transporter13b	Gene	Zea mays ssp. mays	{"ZmSWEET18","ZmSWEET19"}
sweet13c	sugars will eventually be exported transporter13c	Gene	Zea mays ssp. mays	{"ZmSWEET6"}
sweet14a	sugars will eventually be exported transporter14a	Gene	Zea mays ssp. mays	{"ZmSWEET3"}
sweet14b	sugars will eventually be exported transporter14b	Gene	Zea mays ssp. mays	{"ZmSWEET10","ZmSWEET8","ZmSWEET9"}
sweet15a	sugars will eventually be exported transporter15a	Gene	Zea mays ssp. mays	{"ZmSWEET10","ZmSWEET9"}
sweet15b	sugars will eventually be exported transporter15b	Gene	Zea mays ssp. mays	{"ZmSWEET11","ZmSWEET12"}
sweet16	sugars will eventually be exported transporter16	Gene	Zea mays ssp. mays	{"ZmSWEET1"}
sweet17a	sugars will eventually be exported transporter17a	Gene	Zea mays ssp. mays	{"ZmSWEET17","ZmSWEET5"}
sweet17b	sugars will eventually be exported transporter17b	Gene	Zea mays ssp. mays	{"ZmSWEET13","ZmSWEET14"}
sweet1b	sugars will eventually be exported transporter1b	Gene	Zea mays ssp. mays	{"ZmSWEET12","ZmSWEET13"}
sweet2	sugars will eventually be exported transporter2	Gene	Zea mays ssp. mays	{"ZmSWEET14","ZmSWEET15"}
sweet2a	sugars will eventually be exported transporter2a	Gene	Zea mays ssp. mays	{"ZmSWEET2a","ZmSWEET7","ZmSWEETb- 2"}
sweet3a	sugars will eventually be exported transporter3a	Gene	Zea mays ssp. mays	{"ZmSWEET15","ZmSWEET16"}
sweet3b	sugars will eventually be exported transporter3b	Gene	Zea mays ssp. mays	{"ZmSWEET4"}
sweet4b	sugars will eventually be exported transporter4b	Gene	Zea mays ssp. mays	{"ZmSWEET10","ZmSWEET11"}
sweet4c	sugars will eventually be exported transporter4c	Gene	Zea mays ssp. mays	{"ZmSWT4c"}
sweet6a	sugars will eventually be exported transporter6a	Gene	Zea mays ssp. mays	{"ZmSWEET7","ZmSWEET8"}
sweet6b	sugars will eventually be exported transporter6b	Gene	Zea mays ssp. mays	{"ZmSWEET16","ZmSWEET17"}
sxd1	sucrose export defective1	Gene	Zea mays ssp. mays	{"ZmTC","ZmVTE1"}
syd1	splayed ATPase1	Gene	Zea mays ssp. mays	{"ZmCHR20","ZmSNF2_42"}
symrk1	symbiosis receptor-like kinase-like1	Gene	Zea mays ssp. mays	{"ZmSYMRK"}
tacs1	terminal acidic SANT 1	Gene	Zea mays ssp. mays	{"ZmMYBR117"}
tar1	tryptophan aminotransferase related1	Gene	Zea mays ssp. mays	{"ZmaTAR_TAA-d"}
tar2	tryptophan aminotransferase related2	Gene	Zea mays ssp. mays	{"ZmaTAR_TAA-b"}
tar3	tryptophan aminotransferase related3	Gene	Zea mays ssp. mays	{"ZmAlliinase","ZmaTAR_TAA-c"}
tat1	tyrosine aminotransferase homolog1	Gene	Zea mays ssp. mays	{"ZmNAAT-L1"}
taz3	BTB/POZ and TAZ domain-containing protein3	Gene	Zea mays ssp. mays	{"ZmBT2a (BTB-TAZ 2a)","ZmTAZ3"}
taz4	BTB/POZ and TAZ domain-containing protein4	Gene	Zea mays ssp. mays	{"ZmTAZ4"}
taz6	BTB/POZ and TAZ domain-containing protein6	Gene	Zea mays ssp. mays	{"ZmTAZ6"}
taz7	BTB/POZ and TAZ domain-containing protein7	Gene	Zea mays ssp. mays	{"ZmTAZ7"}
taz8	BTB/POZ and TAZ domain-containing protein8	Gene	Zea mays ssp. mays	{"ZmBT2","ZmTAZ8"}
tb1	teosinte branched1	Gene	Zea mays ssp. mays	{"ZmTCP02","ZmTCP1"}
tcp2	thiamine diphosphate carrier protein2	Gene	Zea mays ssp. mays	{"ZmTCP2"}
tcptf10	TCP-transcription factor 10	Gene	Zea mays ssp. mays	{"ZmTCP21"}
tcptf11	TCP-transcription factor 11	Gene	Zea mays ssp. mays	{"ZmTCP01"}
tcptf14	TCP-transcription factor 14	Gene	Zea mays ssp. mays	{"ZmTCP29"}
tcptf15	TCP-transcription factor 15	Gene	Zea mays ssp. mays	{"ZmTCP13","ZmTIG1"}
tcptf17	TCP-transcription factor 17	Gene	Zea mays ssp. mays	{"ZmTCP28"}
tcptf18	TCP-transcription factor 18	Gene	Zea mays ssp. mays	{"ZmTCP23"}
tcptf19	TCP-transcription factor 19	Gene	Zea mays ssp. mays	{"ZmTCP9"}
tcptf2	TCP-transcription factor 2	Gene	Zea mays ssp. mays	{"ZmTCP16"}
tcptf22	TCP-transcription factor 22	Gene	Zea mays ssp. mays	{"Putative ZmHSP40","ZmTCP14"}
tcptf23	TCP-transcription factor 23	Gene	Zea mays ssp. mays	{"ZmTCP22"}
tcptf24	TCP-transcription factor 24	Gene	Zea mays ssp. mays	{"ZmTCP24"}
tcptf25	TCP-transcription factor 25	Gene	Zea mays ssp. mays	{"ZmTCP15"}
tcptf26	TCP-transcription factor 26	Gene	Zea mays ssp. mays	{"ZmTCP14"}
tcptf27	TCP-transcription factor 27	Gene	Zea mays ssp. mays	{"Putative ZmHSP40","ZmTCP07"}
tcptf28	TCP-transcription factor 28	Gene	Zea mays ssp. mays	{"ZmTCP12"}
tcptf30	TCP-transcription factor 30	Gene	Zea mays ssp. mays	{"ZmTCP10"}
tcptf32	TCP-transcription factor 32	Gene	Zea mays ssp. mays	{"ZmTCP20"}
tcptf33	TCP-transcription factor 33	Gene	Zea mays ssp. mays	{"ZmTCP09"}
tcptf34	TCP-transcription factor 34	Gene	Zea mays ssp. mays	{"ZmTCP04"}
tcptf35	TCP-transcription factor 35	Gene	Zea mays ssp. mays	{"ZmTCP11"}
tcptf37	TCP-transcription factor 37	Gene	Zea mays ssp. mays	{"ZmDnaJ17","ZmTCP06"}
tcptf38	TCP-transcription factor 38	Gene	Zea mays ssp. mays	{"ZmTCP42"}
tcptf4	TCP-transcription factor 4	Gene	Zea mays ssp. mays	{"ZmTCP19"}
tcptf40	TCP-transcription factor 40	Gene	Zea mays ssp. mays	{"ZmTCP27"}
tcptf43	TCP-transcription factor 43	Gene	Zea mays ssp. mays	{"ZmTCP08"}
tcptf44	TCP-transcription factor 44	Gene	Zea mays ssp. mays	{"ZmTCP17"}
tcptf45	TCP-transcription factor 45	Gene	Zea mays ssp. mays	{"ZmTCP46"}
tcptf5	TCP-transcription factor 5	Gene	Zea mays ssp. mays	{"ZmTCP03"}
tcptf6	TCP-transcription factor 6	Gene	Zea mays ssp. mays	{"ZmTCP18"}
tcptf7	TCP-transcription factor 7	Gene	Zea mays ssp. mays	{"ZmTCP25"}
tcptf9	TCP-transcription factor 9	Gene	Zea mays ssp. mays	{"ZmTCP26"}
tcrr1	transfer cell response regulator1	Gene	Zea mays ssp. mays	{"ZmOrphan123","ZmTCRR1"}
tcrr2	transfer cell response regulator2	Gene	Zea mays ssp. mays	{"ZmOrphan213","ZmTCRR-2","ZmTCRR2"}
td1	thick tassel dwarf1	Gene	Zea mays ssp. mays	{"ZmKIN5","ZmRLK"}
tdc3	tryptophan decarboxylasee3	Gene	Zea mays ssp. mays	{"ZmTDC (Tryptophan decarboxylasee)"}
tdm1	three division mutant1	Gene	Zea mays ssp. mays	{"ZmTDM1"}
tdml1	TDM1-like 1	Gene	Zea mays ssp. mays	{"ZmTDML1 (ZmTDM1-like 1)"}
tdml2	TDM1-like 2	Gene	Zea mays ssp. mays	{"ZmTDML2 (ZmTDM1-like 2)"}
tdp1	tyrosyl-DNA phosphodiesterase1	Gene	Zea mays ssp. mays	{"ZmTDP1&#945;"}
tdp2	tyrosyl-DNA phosphodiesterase2	Gene	Zea mays ssp. mays	{"ZmTDP1&#946;"}
tga1	teosinte glume architecture1	Gene	Zea mays ssp. mays	{"ZmSBP1"}
tgl1	triacylglycerol lipase1	Gene	Zea mays ssp. mays	{"ZmTGL"}
tha5	thylakoid assembly5	Gene	Zea mays ssp. mays	{"GRMZM2G300408"}
thx1	Trihelix-transcription factor 1	Gene	Zea mays ssp. mays	{"ZmTHX1","ZmTHX34"}
thx10	Trihelix-transcription factor 10	Gene	Zea mays ssp. mays	{"ZmTH11.1"}
thx11	Trihelix-transcription factor 11	Gene	Zea mays ssp. mays	{"ZmTHX43","ZmTHX54"}
thx12	Trihelix-transcription factor 12	Gene	Zea mays ssp. mays	{"ZmMYB198","ZmTHX10"}
thx13	Trihelix-transcription factor 13	Gene	Zea mays ssp. mays	{"ZmTHX30","ZmTHX44"}
thx14	Trihelix-transcription factor 14	Gene	Zea mays ssp. mays	{"ZmTHX37"}
thx15	Trihelix-transcription factor 15	Gene	Zea mays ssp. mays	{"ZmTHX11"}
thx16	Trihelix-transcription factor 16	Gene	Zea mays ssp. mays	{"ZmMYB196","ZmTH03.1, ZmTH03.2, ZmTH03.3","ZmTHX22"}
thx17	Trihelix-transcription factor 17	Gene	Zea mays ssp. mays	{"ZmTHX19"}
thx18	Trihelix-transcription factor 18	Gene	Zea mays ssp. mays	{"ZmMYB172","ZmTH01.1, ZmTH01.2","ZmTHX01"}
thx19	Trihelix-transcription factor 19	Gene	Zea mays ssp. mays	{"ZmTHX27"}
thx2	Trihelix-transcription factor 2	Gene	Zea mays ssp. mays	{"ZmTHX2","ZmTHX43"}
thx20	Trihelix-transcription factor 20	Gene	Zea mays ssp. mays	{"ZmMYB175","ZmTHX33"}
thx21	Trihelix-transcription factor 21	Gene	Zea mays ssp. mays	{"ZmTH05.1,  ZmTH05.2","ZmTHX25"}
thx22	Trihelix-transcription factor 22	Gene	Zea mays ssp. mays	{"ZmTH06.1","ZmTHX28"}
thx23	Trihelix-transcription factor 23	Gene	Zea mays ssp. mays	{"ZmTHX08"}
thx24	Trihelix-transcription factor 24	Gene	Zea mays ssp. mays	{"ZmTrihelix24"}
thx25	Trihelix-transcription factor 25	Gene	Zea mays ssp. mays	{"ZmTH09.1, ZmTH09.2","ZmTHX44","ZmTHX45"}
thx26	Trihelix-transcription factor 26	Gene	Zea mays ssp. mays	{"ZmTHX12"}
thx27	Trihelix-transcription factor 27	Gene	Zea mays ssp. mays	{"ZmTHX46"}
thx28	Trihelix-transcription factor 28	Gene	Zea mays ssp. mays	{"ZmTHX30","ZmTHX39"}
thx3	Trihelix-transcription factor 3	Gene	Zea mays ssp. mays	{"ZmTH04.1","ZmTHX23","ZmTHX3"}
thx30	Trihelix-transcription factor 30	Gene	Zea mays ssp. mays	{"ZmTHX18","ZmTHX62"}
thx31	Trihelix-transcription factor 31	Gene	Zea mays ssp. mays	{"ZmTH10.1","ZmTHX46"}
thx32	Trihelix-transcription factor 32	Gene	Zea mays ssp. mays	{"ZmTH02.1","ZmTHX09"}
thx33	Trihelix-transcription factor 33	Gene	Zea mays ssp. mays	{"ZmTH08.1","ZmTHX42"}
thx34	Trihelix-transcription factor 34	Gene	Zea mays ssp. mays	{"ZmTHX20"}
thx35	Trihelix-transcription factor 35	Gene	Zea mays ssp. mays	{"ZmTHX07"}
thx36	Trihelix-transcription factor 36	Gene	Zea mays ssp. mays	{"ZmTHX06","ZmTHX55"}
thx37	Trihelix-transcription factor 37	Gene	Zea mays ssp. mays	{"ZmTHX29"}
thx38	Trihelix-transcription factor 38	Gene	Zea mays ssp. mays	{"ZmTHX24"}
thx39	Trihelix-transcription factor 39	Gene	Zea mays ssp. mays	{"ZmTHX41"}
thx4	Trihelix-transcription factor 4	Gene	Zea mays ssp. mays	{"ZmTHX03","ZmTHX4"}
thx40	Trihelix-transcription factor 40	Gene	Zea mays ssp. mays	{"ZmTHX21"}
thx41	Trihelix-transcription factor 41	Gene	Zea mays ssp. mays	{"ZmTHX17"}
thx42	Trihelix-transcription factor 42	Gene	Zea mays ssp. mays	{"ZmTH07.1","ZmTHX32"}
thx43	Trihelix-transcription factor 43	Gene	Zea mays ssp. mays	{"zmTHX47 "}
thx44	Trihelix-transcription factor 44	Gene	Zea mays ssp. mays	{"ZmCSLD2","zmTHX48"}
thx45	Trihelix-transcription factor 45	Gene	Zea mays ssp. mays	{"ZmTHX31","ZmTHX63"}
thx46	Trihelix-transcription factor 46	Gene	Zea mays ssp. mays	{"ZmTHX15","ZmTHX51"}
thx47	Trihelix-transcription factor 47	Gene	Zea mays ssp. mays	{"ZmTHX36","ZmTHX48"}
thx48	Trihelix-transcription factor 48	Gene	Zea mays ssp. mays	{"ZmTHX35","ZmTHX50"}
thx5	Trihelix-transcription factor 5	Gene	Zea mays ssp. mays	{"ZmTHX5"}
thx50	Trihelix-transcription factor 50	Gene	Zea mays ssp. mays	{"ZmGT-3b"}
thx52	Trihelix-transcription factor 52	Gene	Zea mays ssp. mays	{"ZmTHX40","ZmTHX52"}
thx53	Trihelix-transcription factor 53	Gene	Zea mays ssp. mays	{"ZmTHX26","ZmTHX53"}
thx56	Trihelix-transcription factor 56	Gene	Zea mays ssp. mays	{"GRMZM2G436533","ZmTHX13","ZmTHX56"}
thx57	Trihelix-transcription factor 57	Gene	Zea mays ssp. mays	{"GRMZM2G310465","ZmTHX16","ZmTHX57"}
thx58	Trihelix-transcription factor 58	Gene	Zea mays ssp. mays	{"ZmTHX58"}
thx59	Trihelix-transcription factor 59	Gene	Zea mays ssp. mays	{"ZmTHX14","ZmTHX59"}
thx6	Trihelix-transcription factor 6	Gene	Zea mays ssp. mays	{"ZmTHX38","ZmTHX6"}
thx60	Trihelix-transcription factor 60	Gene	Zea mays ssp. mays	{"ZmTHX05","ZmTHX60"}
thx61	Trihelix-transcription factor 61	Gene	Zea mays ssp. mays	{"ZmTHX61"}
thx64	Trihelix-transcription factor 64	Gene	Zea mays ssp. mays	{"GRMZM2G452695","ZmTHX02","ZmTHX64"}
thx65	Trihelix-transcription factor 65	Gene	Zea mays ssp. mays	{"ZmTHX45","ZmTHX47"}
thx66	Trihelix-transcription factor 66	Gene	Zea mays ssp. mays	{"ZmTHX49"}
thx8	Trihelix-transcription factor 8	Gene	Zea mays ssp. mays	{"ZmTHX04","ZmTHX8"}
thx9	Trihelix-transcription factor 9	Gene	Zea mays ssp. mays	{"ZmTHX28"}
TIDP2744	 	Gene	Zea mays ssp. mays	{"ZmCOI6.1"}
TIDP2766	 	Gene	Zea mays ssp. mays	{"ZmLecRLK30"}
TIDP2769	 	Gene	Zea mays ssp. mays	{"ZmPRX71"}
TIDP2772	 	Gene	Zea mays ssp. mays	{"ZmPP101"}
TIDP2890	 	Gene	Zea mays ssp. mays	{"ZmbHLH186"}
TIDP2941	 	Gene	Zea mays ssp. mays	{"translation initiation factor: IDI2; M1Pi; ZmIDI2"}
TIDP3136	 	Gene	Zea mays ssp. mays	{"ZmPRX68"}
TIDP3280	 	Gene	Zea mays ssp. mays	{"ZmEDR4"}
TIDP3413	 	Gene	Zea mays ssp. mays	{"ZmC2H2-18"}
TIDP3438	 	Gene	Zea mays ssp. mays	{"ZmPRX7"}
TIDP3648	 	Gene	Zea mays ssp. mays	{"ZmFMT (feruloyl-CoA monolignol transferase)"}
TIDP3705	 	Gene	Zea mays ssp. mays	{"ZmPOD","ZmPRX32","ZmPRX35"}
TIDP3739	 	Gene	Zea mays ssp. mays	{"ZmMED16"}
TIDP4580	 	Gene	Zea mays ssp. mays	{"ZmbHLH128"}
tin1	tiller number1	Gene	Zea mays ssp. mays	{"ZmC2H2-98"}
tip1	tonoplast intrinsic protein1	Gene	Zea mays ssp. mays	{"ZmTIP1","ZmTIP1-1","ZmTIP1;1"}
tip2	tonoplast intrinsic protein2	Gene	Zea mays ssp. mays	{"ZmTIP1-2"}
tip2a	tonoplast intrinsic protein2	Gene	Zea mays ssp. mays	{"ZmTIP2-1","ZmTIP2;1"}
tip2b	tonoplast intrinsic protein2	Gene	Zea mays ssp. mays	{"ZmTIP2-2"}
tip2d	tonoplast intrinsic protein2d	Gene	Zea mays ssp. mays	{"ZmTIP2-4"}
tip3a	tonoplast intrinsic protein3	Gene	Zea mays ssp. mays	{"ZmTIP3-1"}
tip3b	tonoplast intrinsic protein3	Gene	Zea mays ssp. mays	{"ZmTIP3-2","ZmTIP3;2"}
tip3c	tonoplast intrinsic protein3c	Gene	Zea mays ssp. mays	{"ZmTIP3-3"}
tip3d	tonoplast intrinsic protein3d	Gene	Zea mays ssp. mays	{"ZmTIP3-4"}
tip4a	tonoplast intrinsic protein4	Gene	Zea mays ssp. mays	{"ZmTIP4-1","ZmTIP4;1"}
tip4b	tonoplast intrinsic protein4	Gene	Zea mays ssp. mays	{"ZmTIP4-2"}
tip4c	tonoplast intrinsic protein4	Gene	Zea mays ssp. mays	{"ZmTIP4-3","ZmTIP4;3"}
tip4d	tonoplast intrinsic protein4	Gene	Zea mays ssp. mays	{"ZmTIP4-4"}
tip5	tonoplast intrinsic protein5	Gene	Zea mays ssp. mays	{"tonoplast membrane integral protein ZmTIP5-1","ZmTIP5-1"}
tipd1	tip growth defective1	Gene	Zea mays ssp. mays	{"ZmPAT34","ZmTIP1"}
tir1	transport inhibitor response1	Gene	Zea mays ssp. mays	{"ZmAFB1"}
tir2	transport inhibitor response2	Gene	Zea mays ssp. mays	{"ZmAFB2/3 a"}
tlc17	TRAM/LAG/CRN8 17	Gene	Zea mays ssp. mays	{"Zmtlc17"}
tlc9	TRAM/LAG/CRN8 9	Gene	Zea mays ssp. mays	{"Zmtlc9"}
tls1	tasselless1	Gene	Zea mays ssp. mays	{"ZmNIP3","ZmNIP3-1","ZmNIP3;1/TLS1"}
tml1	too many laterals1	Gene	Zea mays ssp. mays	{"WIP6 ortholog; ZmWIP6A; ZmTML1 (TOO MANY LATERALS1)","ZmDOT5","ZmIDD26"}
tml2	too many laterals2	Gene	Zea mays ssp. mays	{"WIP6 ortholog; ZmWIP6B; ZmTML2 (TOO MANY LATERALS2)","ZmIDD25"}
tmm1	too many mouths-like1	Gene	Zea mays ssp. mays	{"ZmTMM"}
toc1	timing of cab expression1	Gene	Zea mays ssp. mays	{"ZmCCT21","ZmOrphan90","ZmTOC1","ZmTOC1a"}
toc2	timing of cab expression2	Gene	Zea mays ssp. mays	{"ZmCCT33","ZmOrphan257","ZmTOC1b"}
tom1	transporter of mugineic acid1	Gene	Zea mays ssp. mays	{"ZmMFS_1-13","ZmTOM-L1 "}
tom2	transporter of mugineic acid2	Gene	Zea mays ssp. mays	{"ZmMFS_1-62","ZmTOM2","ZmVMT1"}
tom3	transporter of mugineic acid3	Gene	Zea mays ssp. mays	{"ZmVMT2"}
tom4	transporter of mugineic acid4	Gene	Zea mays ssp. mays	{"ZmMFS_1-45","Zm-zifl2 (Carbohydrate transmembrane transporter)"}
tom5	transporter of mugineic acid5	Gene	Zea mays ssp. mays	{"ZmTOM-L5 "}
tom6	transporter of mugineic acid6	Gene	Zea mays ssp. mays	{"ZmMFS_1-53","ZmTOM-L6"}
tom7	transporter of mugineic acid7	Gene	Zea mays ssp. mays	{"ZmMFS_1-34"}
tom8	transporter of mugineic acid8	Gene	Zea mays ssp. mays	{"ZmTOM-L8"}
ton1	tonneau1	Gene	Zea mays ssp. mays	{"ZmTon1b"}
tor1	target of rapamycin1	Gene	Zea mays ssp. mays	{"ZmTOR"}
tpj1	translation of psbJ1	Gene	Zea mays ssp. mays	{"ZmPPR340"}
tps1	terpene synthase1	Gene	Zea mays ssp. mays	{"ZmKS2.1","ZmTPS1","ZmTPS1/KSL7"}
tps10	terpene synthase10	Gene	Zea mays ssp. mays	{"ZmTPS10"}
tps11	terpene synthase11	Gene	Zea mays ssp. mays	{"ZmTPS11/Zx3"}
tps12	terpene synthase12	Gene	Zea mays ssp. mays	{"ZmTPS12/Zx2"}
tps13	terpene synthase13	Gene	Zea mays ssp. mays	{"ZmTPS13/Zx4"}
tps14	terpene synthase14	Gene	Zea mays ssp. mays	{"ZmTPS14, ZmTPS33","ZmTPS30","ZmTPS9"}
tps16	terpene synthase16	Gene	Zea mays ssp. mays	{"ZmTPS16","ZmTPS26"}
tps17	terpene synthase17	Gene	Zea mays ssp. mays	{"ZmEDS","ZmTPS10","ZmTPS17/ZmEDS, ZmTPS32","ZmTPS29"}
tps2	terpene synthase2	Gene	Zea mays ssp. mays	{"ZmTPS15","ZmTPS2"}
tps20	terpene synthase20	Gene	Zea mays ssp. mays	{"ZmTPS20"}
tps21	terpene synthase21	Gene	Zea mays ssp. mays	{"ZmTPS20","ZmTPS21"}
tps22	terpene synthase22	Gene	Zea mays ssp. mays	{"ZmTPS22","ZmTPS23"}
tps23	terpene synthase23	Gene	Zea mays ssp. mays	{"ZmTPS22","ZmTPS23"}
tps25	terpene synthase25	Gene	Zea mays ssp. mays	{"ZmTPS25"}
tps26	terpene synthase26	Gene	Zea mays ssp. mays	{"ZmTPS17","ZmTPS26"}
tps27	terpene synthase27	Gene	Zea mays ssp. mays	{"ZmTPS1","ZmTPS27"}
tps28	terpene synthase28	Gene	Zea mays ssp. mays	{"ZmTPS18","ZmTPS8"}
tps29	terpene synthase29	Gene	Zea mays ssp. mays	{"ZmTPS14","ZmTPS24"}
tps3	terpene synthase3	Gene	Zea mays ssp. mays	{"ZmTPS3"}
tps30	terpene synthase30	Gene	Zea mays ssp. mays	{"ZmTPS15","ZmTPS16"}
tps31	terpene synthase31	Gene	Zea mays ssp. mays	{"ZmTPS18","ZmTPS28"}
tps32	terpene synthase32	Gene	Zea mays ssp. mays	{"ZmTPS27","ZmTPS29"}
tps33	terpene synthase33	Gene	Zea mays ssp. mays	{"ZmTPS41/CPS5"}
tps34	terpene synthase34	Gene	Zea mays ssp. mays	{"ZmTPS31, ZmTPS36"}
tps35	terpene synthase35	Gene	Zea mays ssp. mays	{"ZmTPS28","ZmTPS35"}
tps36	terpene synthase36	Gene	Zea mays ssp. mays	{"ZmTPS30, ZmTPS36"}
tps4	terpene synthase4	Gene	Zea mays ssp. mays	{"ZmTPS4"}
tps5	terpene synthase5	Gene	Zea mays ssp. mays	{"ZmTPS5"}
tps6	terpene synthase6	Gene	Zea mays ssp. mays	{"ZmTPS21","ZmTPS6/Zx1"}
tps7	terpene synthase7	Gene	Zea mays ssp. mays	{"ZmTPS4","ZmTPS7"}
tps8	terpene synthase8	Gene	Zea mays ssp. mays	{"ZmTPS2","ZmTPS8"}
tps9	terpene synthase9	Gene	Zea mays ssp. mays	{"ZmTPS24","ZmTPS31","ZmTPS9, ZmTPS34"}
tpt1	triose phosphate translocator1	Gene	Zea mays ssp. mays	{"zmcpt"}
traf10	TNF receptor-associated factor 10	Gene	Zea mays ssp. mays	{"ZmTRAF10"}
traf11	TNF receptor-associated factor 11	Gene	Zea mays ssp. mays	{"ZmTRAF11","ZmTRAF11 "}
traf12	TNF receptor-associated factor 12	Gene	Zea mays ssp. mays	{"ZmTRAF12"}
traf15	TNF receptor-associated factor 15	Gene	Zea mays ssp. mays	{"ZmTRAF15"}
traf16	TNF receptor-associated factor 16	Gene	Zea mays ssp. mays	{"ZmTRAF16"}
traf2	TNF receptor-associated factor 2	Gene	Zea mays ssp. mays	{"ZmTRAF2"}
traf21	TNF receptor-associated factor 21	Gene	Zea mays ssp. mays	{"ZmNPR1 (nonexpressor of pathogenesis-related 1)","ZmTRAF21"}
traf26	TNF receptor-associated factor 26	Gene	Zea mays ssp. mays	{"ZmTRAF26"}
traf27	TNF receptor-associated factor 27	Gene	Zea mays ssp. mays	{"ZmARM26","ZmTRAF27"}
traf28	TNF receptor-associated factor 28	Gene	Zea mays ssp. mays	{"ZmARM25","ZmTRAF28"}
traf3	TNF receptor-associated factor 3	Gene	Zea mays ssp. mays	{"ZmTRAF3"}
traf31	TNF receptor-associated factor 31	Gene	Zea mays ssp. mays	{"ZmTRAF31"}
traf32	TNF receptor-associated factor 32	Gene	Zea mays ssp. mays	{"ZmTRAF32","ZmTRAF32 "}
traf33	TNF receptor-associated factor 33	Gene	Zea mays ssp. mays	{"ZmTRAF33"}
traf38	TNF receptor-associated factor 38	Gene	Zea mays ssp. mays	{"ZmTRAF38"}
traf39	TNF receptor-associated factor 39	Gene	Zea mays ssp. mays	{"ZmTRAF39"}
traf40	TNF receptor-associated factor 40	Gene	Zea mays ssp. mays	{"ZmTRAF40"}
traf41	TNF receptor-associated factor 41	Gene	Zea mays ssp. mays	{"ZmTRAF41"}
traf42	TNF receptor-associated factor 42	Gene	Zea mays ssp. mays	{"ZmTRAF42"}
traf47	TNF receptor-associated factor 47	Gene	Zea mays ssp. mays	{"ZmTRAF47"}
traf48	TNF receptor-associated factor 48	Gene	Zea mays ssp. mays	{"ZmTRAF48"}
traf49	TNF receptor-associated factor 49	Gene	Zea mays ssp. mays	{"ZmTRAF49"}
traf50	TNF receptor-associated factor50	Gene	Zea mays ssp. mays	{"ZmTRAF50"}
traf52	TNF receptor-associated factor 52	Gene	Zea mays ssp. mays	{"ZmTRAF52"}
traf53	TNF receptor-associated factor 53	Gene	Zea mays ssp. mays	{"ZmTRAF53"}
traf56	TNF receptor-associated factor 56	Gene	Zea mays ssp. mays	{"ZmTRAF56"}
traf6	TNF receptor-associated factor 6	Gene	Zea mays ssp. mays	{"ZmTRAF6"}
