nodeName	altName	nodeAttr[nodesPresent, ]
Zm00001eb350950	NA	purple
Zm00001eb350960	NA	darkorange2
Zm00001eb350970	NA	blue
Zm00001eb350990	NA	turquoise
Zm00001eb351000	NA	green
Zm00001eb351010	NA	red
Zm00001eb351020	NA	yellowgreen
Zm00001eb351030	NA	navajowhite2
Zm00001eb351050	NA	turquoise
Zm00001eb351060	NA	saddlebrown
Zm00001eb351070	NA	blue
Zm00001eb351080	NA	brown
Zm00001eb351090	NA	lightcyan1
Zm00001eb351100	NA	darkgreen
Zm00001eb351110	NA	paleturquoise
Zm00001eb351120	NA	midnightblue
Zm00001eb351130	NA	turquoise
Zm00001eb351150	NA	plum1
Zm00001eb351170	NA	turquoise
Zm00001eb351180	NA	skyblue3
Zm00001eb351190	NA	darkslateblue
Zm00001eb351200	NA	magenta
Zm00001eb351210	NA	tan
Zm00001eb351220	NA	blue
Zm00001eb351230	NA	darkslateblue
Zm00001eb351240	NA	tan
Zm00001eb351250	NA	navajowhite2
Zm00001eb351260	NA	lightsteelblue1
Zm00001eb351270	NA	darkslateblue
Zm00001eb351280	NA	turquoise
Zm00001eb351290	NA	green
Zm00001eb351300	NA	blue
Zm00001eb351310	NA	magenta
Zm00001eb351330	NA	ivory
Zm00001eb351340	NA	thistle2
Zm00001eb351350	NA	lightyellow
Zm00001eb351370	NA	paleturquoise
Zm00001eb351380	NA	red
Zm00001eb351390	NA	darkgrey
Zm00001eb351400	NA	yellow
Zm00001eb351410	NA	darkred
Zm00001eb351420	NA	orange
Zm00001eb351430	NA	lightpink4
Zm00001eb351450	NA	grey
Zm00001eb351460	NA	grey60
Zm00001eb351470	NA	grey
Zm00001eb351490	NA	plum1
Zm00001eb351500	NA	brown
Zm00001eb351510	NA	turquoise
Zm00001eb351520	NA	turquoise
Zm00001eb351550	NA	indianred4
Zm00001eb351560	NA	skyblue3
Zm00001eb351570	NA	pink
Zm00001eb351580	NA	turquoise
Zm00001eb351590	NA	pink
Zm00001eb351600	NA	indianred4
Zm00001eb351610	NA	darkred
Zm00001eb351620	NA	brown
Zm00001eb351630	NA	steelblue
Zm00001eb351640	NA	magenta
Zm00001eb351650	NA	brown
Zm00001eb351670	NA	floralwhite
Zm00001eb351690	NA	blue
Zm00001eb351700	NA	blue
Zm00001eb351720	NA	blue
Zm00001eb351730	NA	pink
Zm00001eb351740	NA	salmon
Zm00001eb351750	NA	midnightblue
Zm00001eb351760	NA	blue
Zm00001eb351770	NA	lightsteelblue
Zm00001eb351780	NA	darkgrey
Zm00001eb351790	NA	lightcyan
Zm00001eb351800	NA	lightyellow
Zm00001eb351810	NA	black
Zm00001eb351820	NA	lightyellow
Zm00001eb351830	NA	orange
Zm00001eb351840	NA	darkorange
Zm00001eb351850	NA	turquoise
Zm00001eb351870	NA	steelblue
Zm00001eb351880	NA	honeydew1
Zm00001eb351900	NA	turquoise
Zm00001eb351910	NA	steelblue
Zm00001eb351920	NA	turquoise
Zm00001eb351930	NA	red
Zm00001eb351940	NA	blue
Zm00001eb351950	NA	saddlebrown
Zm00001eb351960	NA	darkgrey
Zm00001eb351970	NA	brown
Zm00001eb351980	NA	blue
Zm00001eb351990	NA	blue
Zm00001eb352000	NA	lightgreen
Zm00001eb352010	NA	lightgreen
Zm00001eb352020	NA	darkorange
Zm00001eb352030	NA	ivory
Zm00001eb352040	NA	cyan
Zm00001eb352050	NA	darkolivegreen4
Zm00001eb352080	NA	red
Zm00001eb352090	NA	saddlebrown
Zm00001eb352100	NA	blue
Zm00001eb352110	NA	turquoise
Zm00001eb352130	NA	blue
Zm00001eb352140	NA	yellow
Zm00001eb352150	NA	turquoise
Zm00001eb352160	NA	turquoise
Zm00001eb352170	NA	turquoise
Zm00001eb352180	NA	steelblue
Zm00001eb352190	NA	cyan
Zm00001eb352200	NA	yellow
Zm00001eb352210	NA	yellow
Zm00001eb352220	NA	yellowgreen
Zm00001eb352240	NA	lightyellow
Zm00001eb352250	NA	darkred
Zm00001eb352260	NA	salmon
Zm00001eb352280	NA	purple
Zm00001eb352290	NA	darkolivegreen
Zm00001eb352300	NA	thistle2
Zm00001eb352310	NA	orange
Zm00001eb352320	NA	turquoise
Zm00001eb352340	NA	midnightblue
Zm00001eb352350	NA	midnightblue
Zm00001eb352360	NA	red
Zm00001eb352370	NA	red
Zm00001eb352380	NA	brown
Zm00001eb352390	NA	darkturquoise
Zm00001eb352400	NA	bisque4
Zm00001eb352410	NA	blue
Zm00001eb352420	NA	white
Zm00001eb352430	NA	turquoise
Zm00001eb352440	NA	turquoise
Zm00001eb352450	NA	greenyellow
Zm00001eb352460	NA	turquoise
Zm00001eb352470	NA	white
Zm00001eb352480	NA	saddlebrown
Zm00001eb352490	NA	turquoise
Zm00001eb352500	NA	royalblue
Zm00001eb352520	NA	purple
Zm00001eb352530	NA	green
Zm00001eb352540	NA	lightcyan
Zm00001eb352550	NA	violet
Zm00001eb352560	NA	tan
Zm00001eb352570	NA	pink
Zm00001eb352580	NA	green
Zm00001eb352590	NA	cyan
Zm00001eb352600	NA	green
Zm00001eb352610	NA	coral1
Zm00001eb352620	NA	brown
Zm00001eb352640	NA	paleturquoise
Zm00001eb352650	NA	brown
Zm00001eb352660	NA	brown
Zm00001eb352670	NA	brown
Zm00001eb352680	NA	turquoise
Zm00001eb352700	NA	midnightblue
Zm00001eb352710	NA	lightcyan
Zm00001eb352720	NA	yellow
Zm00001eb352740	NA	paleturquoise
Zm00001eb352750	NA	paleturquoise
Zm00001eb352760	NA	plum1
Zm00001eb352770	NA	plum1
Zm00001eb352780	NA	yellowgreen
Zm00001eb352790	NA	yellow
Zm00001eb352800	NA	midnightblue
Zm00001eb352810	NA	lightyellow
Zm00001eb352820	NA	lightyellow
Zm00001eb352830	NA	turquoise
Zm00001eb352840	NA	brown
Zm00001eb352850	NA	red
Zm00001eb352860	NA	magenta
Zm00001eb352870	NA	darkturquoise
Zm00001eb352880	NA	darkgrey
Zm00001eb352890	NA	cyan
Zm00001eb352900	NA	orangered4
Zm00001eb352910	NA	brown
Zm00001eb352920	NA	black
Zm00001eb352930	NA	green
Zm00001eb352940	NA	cyan
Zm00001eb352950	NA	magenta
Zm00001eb352960	NA	brown
Zm00001eb352970	NA	salmon
Zm00001eb352990	NA	orange
Zm00001eb353020	NA	turquoise
Zm00001eb353030	NA	red
Zm00001eb353040	NA	sienna3
Zm00001eb353050	NA	darkgreen
Zm00001eb353070	NA	darkorange
Zm00001eb353080	NA	green
Zm00001eb353100	NA	thistle3
Zm00001eb353110	NA	midnightblue
Zm00001eb353120	NA	turquoise
Zm00001eb353130	NA	cyan
Zm00001eb353140	NA	blue
Zm00001eb353150	NA	black
Zm00001eb353160	NA	black
Zm00001eb353170	NA	turquoise
Zm00001eb353210	NA	sienna3
Zm00001eb353220	NA	turquoise
Zm00001eb353230	NA	green
Zm00001eb353240	NA	red
Zm00001eb353250	NA	lightcyan1
Zm00001eb353260	NA	pink
Zm00001eb353270	NA	blue
Zm00001eb353280	NA	yellow
Zm00001eb353290	NA	skyblue3
Zm00001eb353300	NA	antiquewhite4
Zm00001eb353310	NA	antiquewhite4
Zm00001eb353320	NA	darkturquoise
Zm00001eb353330	NA	thistle1
Zm00001eb353340	NA	lightcyan
Zm00001eb353350	NA	salmon4
Zm00001eb353360	NA	turquoise
Zm00001eb353370	NA	yellow
Zm00001eb353380	NA	blue2
Zm00001eb353390	NA	turquoise
Zm00001eb353400	NA	blue
Zm00001eb353420	NA	purple
Zm00001eb353430	NA	turquoise
Zm00001eb353440	NA	turquoise
Zm00001eb353450	NA	tan
Zm00001eb353460	NA	greenyellow
Zm00001eb353470	NA	turquoise
Zm00001eb353480	NA	turquoise
Zm00001eb353490	NA	pink
Zm00001eb353500	NA	darkgrey
Zm00001eb353510	NA	magenta
Zm00001eb353520	NA	yellow
Zm00001eb353540	NA	ivory
Zm00001eb353550	NA	lightgreen
Zm00001eb353560	NA	turquoise
Zm00001eb353570	NA	turquoise
Zm00001eb353590	NA	violet
Zm00001eb353600	NA	skyblue3
Zm00001eb353610	NA	turquoise
Zm00001eb353620	NA	turquoise
Zm00001eb353630	NA	navajowhite2
Zm00001eb353640	NA	navajowhite2
Zm00001eb353650	NA	darkgreen
Zm00001eb353660	NA	ivory
Zm00001eb353670	NA	thistle1
Zm00001eb353680	NA	turquoise
Zm00001eb353690	NA	darkred
Zm00001eb353700	NA	brown
Zm00001eb353710	NA	maroon
Zm00001eb353720	NA	skyblue
Zm00001eb353730	NA	pink
Zm00001eb353740	NA	pink
Zm00001eb353760	NA	skyblue3
Zm00001eb353770	NA	brown
Zm00001eb353780	NA	green
Zm00001eb353790	NA	blue
Zm00001eb353800	NA	orange
Zm00001eb353810	NA	yellow
Zm00001eb353820	NA	yellow
Zm00001eb353830	NA	brown
Zm00001eb353840	NA	midnightblue
Zm00001eb353850	NA	grey60
Zm00001eb353860	NA	black
Zm00001eb353870	NA	turquoise
Zm00001eb353890	NA	skyblue3
Zm00001eb353900	NA	coral2
Zm00001eb353910	NA	greenyellow
Zm00001eb353930	NA	turquoise
Zm00001eb353940	NA	lightyellow
Zm00001eb353950	NA	lightcoral
Zm00001eb353970	NA	skyblue
Zm00001eb353980	NA	pink
Zm00001eb353990	NA	magenta
Zm00001eb354010	NA	black
Zm00001eb354060	NA	darkorange2
Zm00001eb354070	NA	black
Zm00001eb354080	NA	darkturquoise
Zm00001eb354090	NA	turquoise
Zm00001eb354100	NA	greenyellow
Zm00001eb354110	NA	turquoise
Zm00001eb354130	NA	black
Zm00001eb354140	NA	lightcyan
Zm00001eb354150	NA	turquoise
Zm00001eb354160	NA	pink
Zm00001eb354170	NA	darkred
Zm00001eb354190	NA	magenta
Zm00001eb354200	NA	blue
Zm00001eb354210	NA	brown
Zm00001eb354220	NA	turquoise
Zm00001eb354230	NA	red
Zm00001eb354240	NA	darkturquoise
Zm00001eb354250	NA	orange
Zm00001eb354260	NA	plum1
Zm00001eb354270	NA	yellow
Zm00001eb354280	NA	steelblue
Zm00001eb354300	NA	purple
Zm00001eb354310	NA	blue
Zm00001eb354320	NA	ivory
Zm00001eb354330	NA	yellow
Zm00001eb354340	NA	orangered4
Zm00001eb354360	NA	darkturquoise
Zm00001eb354370	NA	orange
Zm00001eb354380	NA	saddlebrown
Zm00001eb354390	NA	thistle2
Zm00001eb354400	NA	turquoise
Zm00001eb354410	NA	thistle2
Zm00001eb354420	NA	yellow
Zm00001eb354430	NA	brown
Zm00001eb354450	NA	lightcyan1
Zm00001eb354460	NA	purple
Zm00001eb354470	NA	tan
Zm00001eb354480	NA	green
Zm00001eb354490	NA	plum1
Zm00001eb354500	NA	turquoise
Zm00001eb354510	NA	orangered4
Zm00001eb354520	NA	darkgrey
Zm00001eb354530	NA	magenta
Zm00001eb354540	NA	lightgreen
Zm00001eb354550	NA	midnightblue
Zm00001eb354560	NA	orange
Zm00001eb354570	NA	red
Zm00001eb354590	NA	black
Zm00001eb354610	NA	lightyellow
Zm00001eb354620	NA	midnightblue
Zm00001eb354630	NA	brown
Zm00001eb354640	NA	turquoise
Zm00001eb354650	NA	brown
Zm00001eb354680	NA	skyblue
Zm00001eb354690	NA	lightcyan
Zm00001eb354700	NA	red
Zm00001eb354720	NA	magenta
Zm00001eb354730	NA	magenta
Zm00001eb354740	NA	midnightblue
Zm00001eb354750	NA	lightcyan
Zm00001eb354780	NA	black
Zm00001eb354790	NA	blue
Zm00001eb354800	NA	purple
Zm00001eb354810	NA	lightpink3
Zm00001eb354820	NA	turquoise
Zm00001eb354830	NA	tan
Zm00001eb354850	NA	blue
Zm00001eb354860	NA	red
Zm00001eb354870	NA	orange
Zm00001eb354880	NA	salmon
Zm00001eb354890	NA	plum1
Zm00001eb354900	NA	turquoise
Zm00001eb354910	NA	lightyellow
Zm00001eb354920	NA	maroon
Zm00001eb354930	NA	greenyellow
Zm00001eb354940	NA	pink
Zm00001eb354950	NA	blue
Zm00001eb354960	NA	blue
Zm00001eb354980	NA	sienna3
Zm00001eb354990	NA	turquoise
Zm00001eb355000	NA	paleturquoise
Zm00001eb355010	NA	brown
Zm00001eb355020	NA	lightyellow
Zm00001eb355030	NA	salmon4
Zm00001eb355040	NA	royalblue
Zm00001eb355060	NA	turquoise
Zm00001eb355080	NA	red
Zm00001eb355090	NA	royalblue
Zm00001eb355100	NA	royalblue
Zm00001eb355110	NA	cyan
Zm00001eb355120	NA	salmon
Zm00001eb355140	NA	lightsteelblue1
Zm00001eb355150	NA	lightpink4
Zm00001eb355160	NA	purple
Zm00001eb355190	NA	paleturquoise
Zm00001eb355200	NA	paleturquoise
Zm00001eb355210	NA	magenta
Zm00001eb355220	NA	darkslateblue
Zm00001eb355240	NA	brown4
Zm00001eb355250	NA	indianred4
Zm00001eb355270	NA	orange
Zm00001eb355290	NA	greenyellow
Zm00001eb355300	NA	magenta
Zm00001eb355310	NA	white
Zm00001eb355340	NA	yellow
Zm00001eb355350	NA	lightyellow
Zm00001eb355360	NA	magenta
Zm00001eb355370	NA	white
Zm00001eb355380	NA	white
Zm00001eb355390	NA	darkgreen
Zm00001eb355400	NA	purple
Zm00001eb355410	NA	plum2
Zm00001eb355420	NA	salmon
Zm00001eb355430	NA	yellow4
Zm00001eb355440	NA	yellow4
Zm00001eb355450	NA	plum2
Zm00001eb355460	NA	skyblue3
Zm00001eb355490	NA	yellow4
Zm00001eb355500	NA	yellow4
Zm00001eb355510	NA	yellow4
Zm00001eb355520	NA	yellow4
Zm00001eb355530	NA	turquoise
Zm00001eb355540	NA	lightgreen
Zm00001eb355550	NA	black
Zm00001eb355560	NA	skyblue2
Zm00001eb355570	NA	skyblue2
Zm00001eb355580	NA	blue
Zm00001eb355590	NA	turquoise
Zm00001eb355600	NA	turquoise
Zm00001eb355610	NA	blue
Zm00001eb355620	NA	blue
Zm00001eb355630	NA	skyblue
Zm00001eb355640	NA	darkslateblue
Zm00001eb355650	NA	orange
Zm00001eb355660	NA	orange
Zm00001eb355670	NA	turquoise
Zm00001eb355680	NA	green
Zm00001eb355690	NA	darkgrey
Zm00001eb355710	NA	blue
Zm00001eb355720	NA	black
Zm00001eb355730	NA	black
Zm00001eb355740	NA	red
Zm00001eb355750	NA	lightyellow
Zm00001eb355760	NA	black
Zm00001eb355770	NA	yellow
Zm00001eb355790	NA	turquoise
Zm00001eb355800	NA	turquoise
Zm00001eb355810	NA	cyan
Zm00001eb355820	NA	yellow
Zm00001eb355840	NA	brown
Zm00001eb355850	NA	greenyellow
Zm00001eb355860	NA	greenyellow
Zm00001eb355870	NA	violet
Zm00001eb355880	NA	black
Zm00001eb355890	NA	violet
Zm00001eb355900	NA	brown
Zm00001eb355910	NA	brown
Zm00001eb355920	NA	brown
Zm00001eb355930	NA	brown
Zm00001eb355940	NA	blue
Zm00001eb355950	NA	magenta
Zm00001eb355970	NA	tan
Zm00001eb355980	NA	darkolivegreen
Zm00001eb355990	NA	mediumpurple3
Zm00001eb356000	NA	midnightblue
Zm00001eb356050	NA	midnightblue
Zm00001eb356060	NA	midnightblue
Zm00001eb356070	NA	darkmagenta
Zm00001eb356080	NA	brown
Zm00001eb356100	NA	orange
Zm00001eb356110	NA	yellow
Zm00001eb356120	NA	black
Zm00001eb356130	NA	midnightblue
Zm00001eb356140	NA	magenta
Zm00001eb356150	NA	grey60
Zm00001eb356160	NA	grey60
Zm00001eb356170	NA	salmon
Zm00001eb356180	NA	ivory
Zm00001eb356190	NA	turquoise
Zm00001eb356200	NA	lightyellow
Zm00001eb356210	NA	red
Zm00001eb356220	NA	greenyellow
Zm00001eb356230	NA	plum
Zm00001eb356240	NA	blue
Zm00001eb356260	NA	lightyellow
Zm00001eb356270	NA	orangered4
Zm00001eb356280	NA	royalblue
Zm00001eb356290	NA	royalblue
Zm00001eb356300	NA	brown
Zm00001eb356310	NA	skyblue3
Zm00001eb356330	NA	steelblue
Zm00001eb356340	NA	magenta
Zm00001eb356350	NA	skyblue
Zm00001eb356370	NA	brown
Zm00001eb356380	NA	royalblue
Zm00001eb356390	NA	turquoise
Zm00001eb356410	NA	darkgreen
Zm00001eb356420	NA	white
Zm00001eb356430	NA	darkorange2
Zm00001eb356440	NA	red
Zm00001eb356450	NA	lightyellow
Zm00001eb356460	NA	tan
Zm00001eb356470	NA	bisque4
Zm00001eb356480	NA	lightyellow
Zm00001eb356490	NA	darkgreen
Zm00001eb356500	NA	magenta
Zm00001eb356510	NA	turquoise
Zm00001eb356520	NA	yellowgreen
Zm00001eb356530	NA	yellowgreen
Zm00001eb356540	NA	brown
Zm00001eb356550	NA	darkgrey
Zm00001eb356560	NA	darkturquoise
Zm00001eb356570	NA	violet
Zm00001eb356580	NA	darkgrey
Zm00001eb356590	NA	darkgrey
Zm00001eb356600	NA	green
Zm00001eb356610	NA	brown
Zm00001eb356620	NA	lightgreen
Zm00001eb356630	NA	darkorange2
Zm00001eb356640	NA	saddlebrown
Zm00001eb356650	NA	magenta
Zm00001eb356680	NA	red
Zm00001eb356690	NA	cyan
Zm00001eb356710	NA	green
Zm00001eb356720	NA	darkolivegreen
Zm00001eb356730	NA	darkolivegreen
Zm00001eb356740	NA	tan
Zm00001eb356750	NA	tan
Zm00001eb356760	NA	darkgrey
Zm00001eb356770	NA	darkturquoise
Zm00001eb356780	NA	green
Zm00001eb356800	NA	pink
Zm00001eb356810	NA	skyblue1
Zm00001eb356820	NA	salmon
Zm00001eb356840	NA	yellow
Zm00001eb356850	NA	darkred
Zm00001eb356860	NA	red
Zm00001eb356870	NA	green
Zm00001eb356880	NA	red
Zm00001eb356890	NA	darkmagenta
Zm00001eb356900	NA	turquoise
Zm00001eb356910	NA	green
Zm00001eb356920	NA	sienna3
Zm00001eb356930	NA	white
Zm00001eb356940	NA	red
Zm00001eb356950	NA	green
Zm00001eb356960	NA	turquoise
Zm00001eb356970	NA	darkgreen
Zm00001eb356980	NA	black
Zm00001eb357000	NA	turquoise
Zm00001eb357010	NA	lightsteelblue1
Zm00001eb357020	NA	darkseagreen4
Zm00001eb357030	NA	lavenderblush3
Zm00001eb357040	NA	green
Zm00001eb357050	NA	darkgreen
Zm00001eb357060	NA	coral2
Zm00001eb357070	NA	blue
Zm00001eb357080	NA	blue
Zm00001eb357090	NA	darkgrey
Zm00001eb357100	NA	turquoise
Zm00001eb357110	NA	pink
Zm00001eb357120	NA	lightcyan1
Zm00001eb357130	NA	navajowhite2
Zm00001eb357140	NA	green
Zm00001eb357150	NA	black
Zm00001eb357160	NA	darkorange
Zm00001eb357190	NA	magenta
Zm00001eb357200	NA	black
Zm00001eb357210	NA	royalblue
Zm00001eb357220	NA	midnightblue
Zm00001eb357230	NA	pink
Zm00001eb357240	NA	orange
Zm00001eb357250	NA	salmon
Zm00001eb357260	NA	cyan
Zm00001eb357270	NA	turquoise
Zm00001eb357300	NA	darkorange2
Zm00001eb357330	NA	brown
Zm00001eb357340	NA	blue
Zm00001eb357350	NA	mediumorchid
Zm00001eb357370	NA	greenyellow
Zm00001eb357380	NA	orangered4
Zm00001eb357390	NA	darkred
Zm00001eb357410	NA	magenta
Zm00001eb357430	NA	purple
Zm00001eb357440	NA	tan
Zm00001eb357450	NA	pink
Zm00001eb357470	NA	grey
Zm00001eb357480	NA	purple
Zm00001eb357490	NA	cyan
Zm00001eb357500	NA	brown
Zm00001eb357510	NA	tan
Zm00001eb357520	NA	green
Zm00001eb357530	NA	brown
Zm00001eb357540	NA	salmon
Zm00001eb357550	NA	yellow
Zm00001eb357560	NA	darkolivegreen
Zm00001eb357570	NA	darkslateblue
Zm00001eb357580	NA	turquoise
Zm00001eb357590	NA	turquoise
Zm00001eb357600	NA	turquoise
Zm00001eb357610	NA	purple
Zm00001eb357620	NA	brown
Zm00001eb357630	NA	thistle1
Zm00001eb357640	NA	turquoise
Zm00001eb357650	NA	magenta
Zm00001eb357660	NA	turquoise
Zm00001eb357670	NA	green
Zm00001eb357690	NA	black
Zm00001eb357700	NA	saddlebrown
Zm00001eb357710	NA	tan
Zm00001eb357720	NA	skyblue3
Zm00001eb357740	NA	darkgrey
Zm00001eb357750	NA	blue
Zm00001eb357760	NA	pink
Zm00001eb357770	NA	lightgreen
Zm00001eb357780	NA	greenyellow
Zm00001eb357790	NA	blue
Zm00001eb357800	NA	turquoise
Zm00001eb357810	NA	turquoise
Zm00001eb357820	NA	purple
Zm00001eb357830	NA	coral1
Zm00001eb357840	NA	turquoise
Zm00001eb357850	NA	plum1
Zm00001eb357860	NA	lightgreen
Zm00001eb357870	NA	violet
Zm00001eb357880	NA	violet
Zm00001eb357890	NA	green
Zm00001eb357900	NA	brown
Zm00001eb357910	NA	violet
Zm00001eb357920	NA	turquoise
Zm00001eb357940	NA	darkred
Zm00001eb357950	NA	cyan
Zm00001eb357960	NA	paleturquoise
Zm00001eb357970	NA	darkred
Zm00001eb357980	NA	darkseagreen4
Zm00001eb357990	NA	turquoise
Zm00001eb358000	NA	midnightblue
Zm00001eb358010	NA	turquoise
Zm00001eb358020	NA	turquoise
Zm00001eb358030	NA	thistle2
Zm00001eb358040	NA	brown
Zm00001eb358050	NA	darkred
Zm00001eb358060	NA	yellow
Zm00001eb358080	NA	yellow
Zm00001eb358090	NA	green
Zm00001eb358100	NA	tan
Zm00001eb358110	NA	turquoise
Zm00001eb358120	NA	yellow4
Zm00001eb358140	NA	yellow4
Zm00001eb358150	NA	yellow4
Zm00001eb358160	NA	cyan
Zm00001eb358170	NA	salmon
Zm00001eb358180	NA	thistle1
Zm00001eb358190	NA	cyan
Zm00001eb358200	NA	turquoise
Zm00001eb358210	NA	steelblue
Zm00001eb358220	NA	darkred
Zm00001eb358230	NA	black
Zm00001eb358250	NA	black
Zm00001eb358260	NA	blue
Zm00001eb358270	NA	lightgreen
Zm00001eb358280	NA	turquoise
Zm00001eb358290	NA	darkturquoise
Zm00001eb358300	NA	greenyellow
Zm00001eb358340	NA	tan
Zm00001eb358380	NA	greenyellow
Zm00001eb358390	NA	green
Zm00001eb358400	NA	red
Zm00001eb358410	NA	turquoise
Zm00001eb358420	NA	magenta
Zm00001eb358430	NA	darkturquoise
Zm00001eb358440	NA	turquoise
Zm00001eb358450	NA	magenta
Zm00001eb358460	NA	greenyellow
Zm00001eb358470	NA	greenyellow
Zm00001eb358480	NA	magenta
Zm00001eb358490	NA	blue
Zm00001eb358500	NA	greenyellow
Zm00001eb358510	NA	greenyellow
Zm00001eb358520	NA	mediumpurple3
Zm00001eb358540	NA	turquoise
Zm00001eb358550	NA	turquoise
Zm00001eb358560	NA	steelblue
Zm00001eb358580	NA	darkmagenta
Zm00001eb358590	NA	brown
Zm00001eb358600	NA	purple
Zm00001eb358610	NA	steelblue
Zm00001eb358630	NA	blue
Zm00001eb358640	NA	turquoise
Zm00001eb358650	NA	paleturquoise
Zm00001eb358680	NA	palevioletred3
Zm00001eb358690	NA	blue
Zm00001eb358700	NA	skyblue
Zm00001eb358720	NA	darkred
Zm00001eb358730	NA	ivory
Zm00001eb358740	NA	bisque4
Zm00001eb358750	NA	green
Zm00001eb358760	NA	cyan
Zm00001eb358780	NA	lightgreen
Zm00001eb358790	NA	midnightblue
Zm00001eb358800	NA	mediumorchid
Zm00001eb358820	NA	purple
Zm00001eb358830	NA	purple
Zm00001eb358840	NA	turquoise
Zm00001eb358850	NA	turquoise
Zm00001eb358860	NA	tan
Zm00001eb358870	NA	steelblue
Zm00001eb358880	NA	grey60
Zm00001eb358890	NA	turquoise
Zm00001eb358900	NA	turquoise
Zm00001eb358910	NA	brown
Zm00001eb358930	NA	green
Zm00001eb358940	NA	darkorange
Zm00001eb358960	NA	orangered4
Zm00001eb358970	NA	green
Zm00001eb358990	NA	grey60
Zm00001eb359000	NA	skyblue3
Zm00001eb359020	NA	yellow
Zm00001eb359030	NA	plum1
Zm00001eb359040	NA	palevioletred2
Zm00001eb359050	NA	darkorange2
Zm00001eb359060	NA	purple
Zm00001eb359070	NA	lightgreen
Zm00001eb359080	NA	pink
Zm00001eb359090	NA	floralwhite
Zm00001eb359100	NA	turquoise
Zm00001eb359110	NA	yellow
Zm00001eb359130	NA	brown
Zm00001eb359140	NA	darkgrey
Zm00001eb359150	NA	turquoise
Zm00001eb359160	NA	palevioletred3
Zm00001eb359170	NA	palevioletred3
Zm00001eb359180	NA	coral2
Zm00001eb359190	NA	darkgrey
Zm00001eb359200	NA	orangered4
Zm00001eb359220	NA	magenta
Zm00001eb359230	NA	grey60
Zm00001eb359240	NA	yellow
Zm00001eb359250	NA	mediumpurple3
Zm00001eb359260	NA	turquoise
Zm00001eb359270	NA	navajowhite2
Zm00001eb359280	NA	violet
Zm00001eb359290	NA	darkorange
Zm00001eb359300	NA	lightsteelblue1
Zm00001eb359310	NA	darkgreen
Zm00001eb359320	NA	skyblue1
Zm00001eb359330	NA	lavenderblush3
Zm00001eb359340	NA	pink
Zm00001eb359350	NA	tan
Zm00001eb359360	NA	skyblue
Zm00001eb359370	NA	lightyellow
Zm00001eb359390	NA	green
Zm00001eb359400	NA	midnightblue
Zm00001eb359410	NA	blue
Zm00001eb359430	NA	brown
Zm00001eb359440	NA	brown
Zm00001eb359450	NA	brown
Zm00001eb359460	NA	turquoise
Zm00001eb359470	NA	yellow
Zm00001eb359480	NA	turquoise
Zm00001eb359490	NA	sienna3
Zm00001eb359500	NA	darkslateblue
Zm00001eb359520	NA	lightcyan
Zm00001eb359530	NA	darkolivegreen
Zm00001eb359540	NA	green
Zm00001eb359560	NA	honeydew1
Zm00001eb359580	NA	yellow
Zm00001eb359590	NA	floralwhite
Zm00001eb359610	NA	greenyellow
Zm00001eb359620	NA	pink
Zm00001eb359630	NA	green
Zm00001eb359640	NA	brown
Zm00001eb359650	NA	greenyellow
Zm00001eb359660	NA	cyan
Zm00001eb359670	NA	pink
Zm00001eb359700	NA	palevioletred2
Zm00001eb359710	NA	midnightblue
Zm00001eb359730	NA	green
Zm00001eb359750	NA	green
Zm00001eb359760	NA	mediumpurple3
Zm00001eb359770	NA	brown
Zm00001eb359780	NA	ivory
Zm00001eb359800	NA	red
Zm00001eb359810	NA	turquoise
Zm00001eb359820	NA	turquoise
Zm00001eb359830	NA	turquoise
Zm00001eb359840	NA	turquoise
Zm00001eb359850	NA	maroon
Zm00001eb359870	NA	lightsteelblue
Zm00001eb359900	NA	yellow
Zm00001eb359910	NA	firebrick4
Zm00001eb359920	NA	yellow
Zm00001eb359930	NA	salmon4
Zm00001eb359940	NA	skyblue1
Zm00001eb359950	NA	red
Zm00001eb359970	NA	orange
Zm00001eb359980	NA	orange
Zm00001eb359990	NA	brown
Zm00001eb360010	NA	red
Zm00001eb360020	NA	lightgreen
Zm00001eb360030	NA	mediumpurple3
Zm00001eb360040	NA	turquoise
Zm00001eb360050	NA	turquoise
Zm00001eb360070	NA	red
Zm00001eb360080	NA	yellow
Zm00001eb360100	NA	green
Zm00001eb360110	NA	magenta
Zm00001eb360120	NA	turquoise
Zm00001eb360130	NA	darkred
Zm00001eb360140	NA	yellow
Zm00001eb360150	NA	pink
Zm00001eb360160	NA	pink
Zm00001eb360170	NA	greenyellow
Zm00001eb360180	NA	darkred
Zm00001eb360190	NA	lightcyan
Zm00001eb360200	NA	pink
Zm00001eb360210	NA	plum2
Zm00001eb360220	NA	pink
Zm00001eb360230	NA	violet
Zm00001eb360240	NA	midnightblue
Zm00001eb360250	NA	salmon
Zm00001eb360260	NA	turquoise
Zm00001eb360270	NA	violet
Zm00001eb360280	NA	paleturquoise
Zm00001eb360290	NA	grey60
Zm00001eb360310	NA	grey60
Zm00001eb360320	NA	brown
Zm00001eb360330	NA	greenyellow
Zm00001eb360340	NA	pink
Zm00001eb360350	NA	blue
Zm00001eb360360	NA	blue
Zm00001eb360370	NA	turquoise
Zm00001eb360380	NA	brown
Zm00001eb360390	NA	lightsteelblue1
